uuid,deviceId,className,androidId,serial,osVersion,osName,device,model,user,host,lastConnected,location,deviceAccess,createUserId,createDate,updateUserId,lastUpdated
485E8C20-2AEA-47AC-9BC0-97ACD450703C,EKEMP.M8.2020,KABESO,8367ea5d4f4f1ede,M820202206382,3.18.79,Linux,m8,M8,,android157,2024-09-23 07:24:32.000,"8.476533333333332,-0.011626666666666667",2,0,2024-05-30 16:17:00,576,2024-09-23 07:33:00
488416BB-C64E-46AC-92D0-769BDEE26D01,RP1A.200720.011,Tuggo,d8869c7f86bb0057,d8869c7f86bb0057,4.19.127,Linux,FP08,FP08,,hby,2025-05-23 11:29:44.020,"10.541958333333332,-2.7049966666666667",2,0,2024-09-25 17:47:00,372,2025-01-13 11:12:00
488416BB-C64E-46AC-92D0-769BDEE26D01,RP1A.200720.011,Tampaala,d8869c7f86bb0057,d8869c7f86bb0057,4.19.127,Linux,FP08,FP08,,hby,2025-05-23 11:29:44.020,"10.541958333333332,-2.7049966666666667",2,0,2024-09-25 17:47:00,372,2025-01-13 11:12:00
488757D3-41AB-448D-A124-92350A370DB8,RP1A.200720.011,Kunkwa,a90ade8ff5c535d9,a90ade8ff5c535d9,4.19.127,Linux,M8,M8,,ekemp158,2025-03-03 18:48:31.427,"10.415436666666668,-1.1253683333333333",2,0,2024-12-16 11:37:00,540,2025-02-25 13:09:00
48A58DED-83F1-4478-ACBE-BEB0993F3023,EKEMP.M8.2020,DUUSI-ZORE,54fabaa041e0c954,M820202206205,3.18.79,Linux,m8,M8,,android157,2025-02-20 13:15:45.000,"10.708938333333332,-0.7982166666666667",2,0,2025-02-14 14:40:00,15,2025-02-20 13:47:00
490954F2-B9EA-439E-B4C7-F0E84B05D15E,RP1A.200720.011,Kokuma,12fb84b749ab0595,12fb84b749ab0595,4.19.127,Linux,M8,M8,,ekemp158,2025-02-27 07:04:44.133,"7.896306666666668,-1.7613633333333336",2,0,2024-07-18 18:23:00,384,2025-02-27 06:53:00
49B85BA7-0527-4108-8E2A-C4664C1DC82E,EKEMP.M8.2020,TIJO,fa4566865f5ce190,M820202206396,3.18.79,Linux,m8,M8,,android157,2024-01-20 10:49:33.770,"9.462378333333334,-0.32011666666666666",2,0,2021-07-25 12:41:00,13,2022-04-25 21:18:00
49B85BA7-0527-4108-8E2A-C4664C1DC82E,EKEMP.M8.2020,Nanvili,fa4566865f5ce190,M820202206396,3.18.79,Linux,m8,M8,,android157,2024-01-20 10:49:33.770,"9.462378333333334,-0.32011666666666666",2,0,2021-07-25 12:41:00,13,2022-04-25 21:18:00
49FD5616-CEF7-4E33-8D50-FD3F21A51537,RP1A.200720.011,Korsive,50328cf2077e3b45,50328cf2077e3b45,4.19.127,Linux,M8,M8,,ekemp158,2025-07-24 13:51:18.190,"6.046018333333334,0.400245",2,0,2025-03-17 20:42:00,317,2025-05-01 04:15:00
4A2947EC-290B-4320-8BF7-C14EB3CDD30B,RP1A.200720.011,WAMBONG,f933006245771b71,f933006245771b71,4.19.127,Linux,M8,M8,,ekemp158,2024-09-03 04:30:49.937,"9.441466666666667,-0.8848916666666666",2,0,2024-06-11 07:42:00,18,2024-08-22 06:48:00
4A2947EC-290B-4320-8BF7-C14EB3CDD30B,RP1A.200720.011,AFAYILI 2,f933006245771b71,f933006245771b71,4.19.127,Linux,M8,M8,,ekemp158,2024-09-03 04:30:49.937,"9.441466666666667,-0.8848916666666666",2,0,2024-06-11 07:42:00,18,2024-08-22 06:48:00
4A6097D8-AC9D-4C14-8BB5-F97D2AF2F3E5,PPR1.180610.011,DIKPEUNG GUNG,e6e9f0b1de3c5d4e,e6e9f0b1de3c5d4e,4.9.117+,Linux,FP-08,FP-08,,buildserver7,2025-03-05 21:39:33.000,"10.708651666666666,-0.7989816666666666",2,0,2024-12-03 06:38:00,15,2025-05-04 06:58:00
4A744B36-6DBA-48D8-A5F0-3F2D759905A9,RP1A.200720.011,Dzakane Dawa,43821742098001bb,43821742098001bb,4.19.127,Linux,M8,M8,,ekemp158,2025-07-09 20:22:23.000,"6.381193333333332,-0.14480166666666666",2,0,2024-11-12 15:18:00,317,2025-07-16 12:43:00
4C11F48C-0423-43C9-BD11-83CC49020164,RP1A.200720.011,Mpaha,4470deb6d4cb0363,4470deb6d4cb0363,4.19.127,Linux,FP08,FP08,,hby,2025-01-21 06:08:10.783,,2,0,2024-10-15 09:21:00,15,2024-10-15 09:22:00
4C9D70E3-DF37-44A5-98AD-20E72D3C036E,O11019,Damvoag,a92e7417ff0324be,BQSOGMYTGECES8J7,3.18.79,Linux,m8,M8,,android157,2024-07-21 20:58:12.827,"10.826258333333332,-0.07024166666666667",2,0,2022-08-16 13:50:00,15,2023-11-28 21:07:00
4CD644D2-478B-4F02-88F7-DB89BEF514F7,RP1A.200720.011,Ayiem,dea2da01e1042575,dea2da01e1042575,4.19.127,Linux,M8,M8,,ekemp158,2025-03-28 07:23:32.740,"4.985423333333333,-1.9010916666666664",2,0,2024-09-27 14:02:00,384,2025-02-26 13:22:00
4CD644D2-478B-4F02-88F7-DB89BEF514F7,RP1A.200720.011,Bruso/Go Slow/ Mempeasem,dea2da01e1042575,dea2da01e1042575,4.19.127,Linux,M8,M8,,ekemp158,2025-03-28 07:23:32.740,"4.985423333333333,-1.9010916666666664",2,0,2024-09-27 14:02:00,384,2025-02-26 13:22:00
4CD644D2-478B-4F02-88F7-DB89BEF514F7,RP1A.200720.011,Sentiaw/Trebuom/MpohorX /Mpohor/Community 3/Commun,dea2da01e1042575,dea2da01e1042575,4.19.127,Linux,M8,M8,,ekemp158,2025-03-28 07:23:32.740,"4.985423333333333,-1.9010916666666664",2,0,2024-09-27 14:02:00,384,2025-02-26 13:22:00
4D098D14-3894-49D6-8ED0-A79B98A665F0,EKEMP.M8.2020,Garikpe,ccddf224d3b92c4d,M820202206337,3.18.79,Linux,m8,M8,,android157,2023-11-16 12:04:28.723,"8.641743333333332,-0.00238",2,0,2022-08-05 14:56:00,13,2023-06-16 16:45:00
4D3654E8-6E38-483F-8927-777094315D6F,RP1A.200720.011,Amponsahkrom/Pente yinase/Banko/Awroye/Abidjan/Kwa,8061c2da65d241c2,8061c2da65d241c2,4.19.127,Linux,FP08,FP08,,hby,2025-06-17 12:46:00.660,,2,0,2025-04-03 10:41:00,386,2025-04-03 10:42:00
4D8F24BD-10AD-49FC-9E8F-DCEFC71E46BC,RP1A.200720.011,NORTH TONGU Group A,15c97eb16f2e3411,15c97eb16f2e3411,4.19.127,Linux,FP08,FP08,,hby,2025-04-03 15:55:00.000,"6.044576666666668,0.40349666666666667",2,0,2024-11-27 15:28:00,317,2025-04-03 16:06:00
4D97968E-8FE8-4F82-BBB2-5BC873F6672C,RP1A.200720.011,Kufori,ded6b92b3142ae5b,ded6b92b3142ae5b,4.19.127,Linux,M8,M8,,ekemp158,2025-04-04 18:49:54.330,"10.497776666666669,-0.13312833333333335",2,0,2025-01-12 11:38:00,576,2025-03-27 18:19:00
4D996B38-52B4-47DC-B43B-6574253E7FDA,RP1A.200720.011,"SAVELUGU PWD CLUSTER ",c5967813a8c709d5,c5967813a8c709d5,4.19.127,Linux,FP08,FP08,,hby,2025-06-11 12:59:35.350,"9.64689,-0.8288733333333334",2,0,2025-03-11 18:06:00,642,2025-03-21 13:28:00
4DAE5EE5-F5EB-4F5B-BBE2-EC9EB005907D,PPR1.180610.011,KOLOGO CLUSTER,0b1037c2a5e140f3,0b1037c2a5e140f3,4.9.117+,Linux,FP-08,FP-08,,buildserver6,2025-07-06 16:28:54.957,"10.753023333333333,-1.0771866666666667",2,0,2024-07-04 10:01:00,15,2025-06-10 12:56:00
4DC160C0-EC4B-4F8E-823F-9AD1E8CC9CA7,EKEMP.M8.2020,Kanansa Katuesa,449c989254445cfb,M820202206234,3.18.79,Linux,m8,M8,,android157,2024-03-04 17:00:13.797,"10.735694999999998,-1.2855566666666665",2,0,2022-08-15 16:01:00,15,2022-09-24 12:28:00
4DC4A170-8B22-47BE-85DB-4FEFFE2E55F1,RP1A.200720.011,Tumentu,b4e9e628e1dd3ff4,b4e9e628e1dd3ff4,4.19.127,Linux,M8,M8,,ekemp158,2025-02-26 13:04:26.847,"5.067383333333334,-1.8979433333333333",2,0,2024-10-04 09:13:00,384,2025-02-25 06:25:00
4DC4A170-8B22-47BE-85DB-4FEFFE2E55F1,RP1A.200720.011,Adum Banso,b4e9e628e1dd3ff4,b4e9e628e1dd3ff4,4.19.127,Linux,M8,M8,,ekemp158,2025-02-26 13:04:26.847,"5.067383333333334,-1.8979433333333333",2,0,2024-10-04 09:13:00,384,2025-02-25 06:25:00
4DC4A170-8B22-47BE-85DB-4FEFFE2E55F1,RP1A.200720.011,Adum Dominase,b4e9e628e1dd3ff4,b4e9e628e1dd3ff4,4.19.127,Linux,M8,M8,,ekemp158,2025-02-26 13:04:26.847,"5.067383333333334,-1.8979433333333333",2,0,2024-10-04 09:13:00,384,2025-02-25 06:25:00
4DC4A170-8B22-47BE-85DB-4FEFFE2E55F1,RP1A.200720.011,Obrayobona,b4e9e628e1dd3ff4,b4e9e628e1dd3ff4,4.19.127,Linux,M8,M8,,ekemp158,2025-02-26 13:04:26.847,"5.067383333333334,-1.8979433333333333",2,0,2024-10-04 09:13:00,384,2025-02-25 06:25:00
4E548163-1D83-4639-A6C5-CBA1D924A4E2,RP1A.200720.011,Chapuri,2ff0aa4d55663ca3,2ff0aa4d55663ca3,4.19.127,Linux,FP08,FP08,,hby,2025-02-10 10:27:48.943,"10.257413333333334,-2.55571",2,0,2024-09-25 10:53:00,597,2025-02-06 12:46:00
4E700C44-9CAB-42BE-83A6-50C54D02A0AE,EKEMP.M8.2020,SAGBEISI,bb15495bbe477426,M820202206346,3.18.79,Linux,m8,M8,,android157,2025-02-13 10:50:41.000,"10.238565,-1.27613",2,0,2025-02-11 18:51:00,540,2025-02-21 10:25:00
4E7D8222-7B61-43AC-8F69-9E218B1ACF4D,RP1A.200720.011,GONGNIA NANGALKANIA CLUSTER,0bb5d902f62a8699,0bb5d902f62a8699,4.19.127,Linux,FP08,FP08,,hby,2025-07-07 09:48:50.227,"10.904675000000001,-0.42759166666666665",2,0,2025-03-14 14:51:00,15,2025-04-11 17:12:00
4E8D38FF-03C8-4004-B71E-E7A5930BA15E,PPR1.180610.011,YUA CLUSTER,603d0b6597b8b297,603d0b6597b8b297,4.9.117+,Linux,FP-08,FP-08,,buildserver7,2025-09-01 17:15:53.653,"10.98949,-0.9584916666666667",2,0,2024-11-28 13:13:00,15,2025-07-29 01:11:00
4ED71F99-5E21-46FF-8A38-035FFBA494D0,PPR1.180610.011,YOROGO CLUSTER (C),bc544f05a54d57d6,bc544f05a54d57d6,4.9.117+,Linux,FP-08,FP-08,,buildserver7,2025-07-10 13:05:06.943,"10.798593333333335,-0.8660683333333333",2,0,2024-08-26 17:05:00,315,2025-04-19 23:59:00
4EDEB8A7-45B1-4D75-950A-DA7276BE2810,EKEMP.M8.2020,Nakando,d95469f076860870,M820202206418,3.18.79,Linux,m8,M8,,android157,2024-03-13 10:05:15.750,"8.482861666666668,-0.534155",2,0,2022-10-24 10:56:00,13,2022-11-30 18:53:00
4F1D5E3C-C727-4957-97C5-082EFE8C4FB2,RP1A.200720.011,Adwarfo / Gyete-Techiman,f406b73ef7b7add1,f406b73ef7b7add1,4.19.127,Linux,M8,M8,,ekemp158,2025-07-25 16:19:29.000,"6.193735,-1.0459816666666666",2,0,2025-03-03 10:38:00,317,2025-07-25 17:34:00
4FCBC56E-DD93-44A1-98EE-99EEC9E97448,EKEMP.M8.2020,YAKUBUPE,e527a270e21e9fde,M820202206283,3.18.79,Linux,m8,M8,,android157,2022-11-30 17:15:29.000,"8.474101666666666,-0.5031383333333334",2,0,2022-10-24 10:57:00,13,2022-11-30 20:00:00
5043534C-0838-4848-B110-4203F92F995B,EKEMP.M8.2020,Lungu,2b29b0cefa414b77,M820202206216,3.18.79,Linux,m8,M8,,android157,2022-09-19 11:07:51.613,,2,0,2022-09-19 11:08:00,15,2022-09-19 11:10:00
50F43F1F-6E1B-4920-B061-978DCE8A623B,RP1A.200720.011,Twumguaso / Paul-Kope,ba349c852d1a59b9,ba349c852d1a59b9,4.19.127,Linux,M8,M8,,ekemp158,2025-05-22 09:01:51.867,,2,0,2025-01-24 12:01:00,317,2025-01-24 12:02:00
5238F96E-6F68-42C5-8D7F-980699013C7F,RP1A.200720.011,Agatanyigbe / Anfoega Agata / Tokome / Aveme,96597ade09fca30d,96597ade09fca30d,4.19.127,Linux,M8,M8,,ekemp158,2025-07-24 13:31:37.000,"6.89499,0.27937999999999996",2,0,2025-03-24 22:43:00,317,2025-07-24 13:45:00
529F2F35-A9DB-4F1F-B078-F55565DB4963,RP1A.200720.011,Kenyasi No. 2,502199d465d5c392,502199d465d5c392,4.19.127,Linux,M8,M8,,ekemp158,2025-02-20 09:29:55.510,"6.978221666666667,-2.381203333333333",2,0,2024-07-16 16:30:00,384,2024-10-03 10:21:00
52A87391-88DE-4A90-9DB5-AB45E0B0FC22,RP1A.200720.011,Buoyem/Mesidan/Asueyi/Tenabia,170457398eaf7dbc,170457398eaf7dbc,4.19.127,Linux,FP08,FP08,,hby,2025-04-14 20:38:13.550,,2,0,2024-11-19 19:02:00,384,2024-11-19 19:25:00
52A87391-88DE-4A90-9DB5-AB45E0B0FC22,RP1A.200720.011,Aworowa/Ayeasu,170457398eaf7dbc,170457398eaf7dbc,4.19.127,Linux,FP08,FP08,,hby,2025-04-14 20:38:13.550,,2,0,2024-11-19 19:02:00,384,2024-11-19 19:25:00
52AEB863-5ECF-4519-BAC9-A5BDBEB620A9,RP1A.200720.011,"Nfabeso/Nguanmallam/Darisalam	",1f2c6d0467df2816,1f2c6d0467df2816,4.19.127,Linux,FP08,FP08,,hby,2025-04-09 00:10:56.800,,2,0,2025-01-15 16:35:00,642,2025-01-15 16:41:00
52AEB863-5ECF-4519-BAC9-A5BDBEB620A9,RP1A.200720.011,Kito Nkwanta,1f2c6d0467df2816,1f2c6d0467df2816,4.19.127,Linux,FP08,FP08,,hby,2025-04-09 00:10:56.800,,2,0,2025-01-15 16:35:00,642,2025-01-15 16:41:00
52E7552B-9B3C-4161-A003-DB6AA4EA6D44,RP1A.200720.011,Agordome Korwu / Woadze,f3ed3124295ddb9c,f3ed3124295ddb9c,4.19.127,Linux,FP08,FP08,,hby,2025-08-25 10:51:24.770,,2,0,2024-09-16 09:57:00,315,2024-09-16 09:59:00
531002A4-C9FD-491E-876B-0AB4A1C195FD,RP1A.200720.011,Akyeremanteng/Apiredi- Nsuta/Kyekyeku/Akuapem Boti,4f12e2dde723ebe8,4f12e2dde723ebe8,4.19.127,Linux,M8,M8,,ekemp158,2023-11-17 11:07:40.560,"6.009974999999999,-0.07955",2,0,2023-09-14 10:39:00,315,2023-11-13 14:46:00
531FB6E8-E3E5-46F9-AB1B-B00F35EDB4E5,RP1A.200720.011,BUKPOMO CLUSTER,6fe894ae3e0a8199,6fe894ae3e0a8199,4.19.127,Linux,FP08,FP08,,hby,2025-05-30 16:10:43.333,"9.437445,-0.9500283333333334",2,0,2024-10-07 11:59:00,642,2024-11-11 13:29:00
5354A176-38B1-4E57-B901-E1C3473532D3,RP1A.200720.011,Manso Amenfi Menhyia,78822d492f6ae3bb,78822d492f6ae3bb,4.19.127,Linux,M8,M8,,ekemp158,2025-03-13 16:35:12.847,"5.643456666666666,-2.268025",2,0,2024-11-09 16:53:00,384,2024-11-29 15:56:00
5354A176-38B1-4E57-B901-E1C3473532D3,RP1A.200720.011,Agona Amenfi,78822d492f6ae3bb,78822d492f6ae3bb,4.19.127,Linux,M8,M8,,ekemp158,2025-03-13 16:35:12.847,"5.643456666666666,-2.268025",2,0,2024-11-09 16:53:00,384,2024-11-29 15:56:00
5354A176-38B1-4E57-B901-E1C3473532D3,RP1A.200720.011,Agona Camp/Kyenkyen/Nuamakrom/Bredi/Nyinaheni,78822d492f6ae3bb,78822d492f6ae3bb,4.19.127,Linux,M8,M8,,ekemp158,2025-03-13 16:35:12.847,"5.643456666666666,-2.268025",2,0,2024-11-09 16:53:00,384,2024-11-29 15:56:00
5360DECB-0057-4691-B6C2-60135BC0C26E,RP1A.200720.011,Miremano/Asuogya/Jenjemireja/Nyamfie,087238f7f98eef54,087238f7f98eef54,4.19.127,Linux,FP08,FP08,,hby,2025-05-12 14:38:31.990,"7.593323333333332,-2.7876966666666667",2,0,2024-09-12 13:13:00,386,2024-09-27 08:32:00
53A211FF-4852-4BA1-8CF2-4D3105D5C123,EKEMP.M8.2020,Nanton Kurugu,74800866739e69a6,M820202206192,3.18.79,Linux,m8,M8,,android157,2023-11-17 16:56:44.407,"9.658393333333333,-0.6612116666666666",2,0,2022-08-08 11:45:00,13,2023-11-17 17:33:00
53CA820D-4D88-40E7-A6E9-52EA5CEE006D,RP1A.200720.011,Oku,cd6ebe36b56aaa5d,cd6ebe36b56aaa5d,4.19.127,Linux,M8,M8,,ekemp158,2025-03-30 12:40:46.020,"7.009375,-1.3769966666666666",2,0,2024-07-16 13:06:00,384,2024-11-05 12:19:00
53FD5CFE-E0C5-4501-84CF-C52AACE47501,EKEMP.M8.2020,Katua,c0e7b19b67040ea2,M820202206374,3.18.79,Linux,m8,M8,,android157,2024-06-18 11:38:32.760,"9.984515,-1.9276416666666667",2,0,2022-07-30 17:30:00,11,2022-11-27 23:37:00
53FD883A-488F-47E7-82EB-C79C85BF619C,EKEMP.M8.2020,Egambo,928ebfd70352b1f6,M820202206152,3.18.79,Linux,m8,M8,,android157,2023-09-13 18:55:28.193,"8.649686666666666,-0.0012033333333333334",2,0,2022-08-05 15:01:00,13,2022-08-29 15:04:00
5404D933-E64D-4561-B8B7-0B9A71C2AE07,RP1A.200720.011,Yefri,306ec6a6e3ed48a0,306ec6a6e3ed48a0,4.19.127,Linux,M8,M8,,ekemp158,2025-06-23 11:59:24.107,"7.6795583333333335,-1.650676666666667",2,0,2024-10-23 13:53:00,378,2025-06-09 18:16:00
5404D933-E64D-4561-B8B7-0B9A71C2AE07,RP1A.200720.011,Sikaa,306ec6a6e3ed48a0,306ec6a6e3ed48a0,4.19.127,Linux,M8,M8,,ekemp158,2025-06-23 11:59:24.107,"7.6795583333333335,-1.650676666666667",2,0,2024-10-23 13:53:00,378,2025-06-09 18:16:00
5404D933-E64D-4561-B8B7-0B9A71C2AE07,RP1A.200720.011,Tom/Nkwatedae,306ec6a6e3ed48a0,306ec6a6e3ed48a0,4.19.127,Linux,M8,M8,,ekemp158,2025-06-23 11:59:24.107,"7.6795583333333335,-1.650676666666667",2,0,2024-10-23 13:53:00,378,2025-06-09 18:16:00
5404D933-E64D-4561-B8B7-0B9A71C2AE07,RP1A.200720.011,Asekye,306ec6a6e3ed48a0,306ec6a6e3ed48a0,4.19.127,Linux,M8,M8,,ekemp158,2025-06-23 11:59:24.107,"7.6795583333333335,-1.650676666666667",2,0,2024-10-23 13:53:00,378,2025-06-09 18:16:00
54F140FD-49B7-4341-8F79-5E5971B02027,PPR1.180610.011,Naaha 2,3cca49d19e1c73f8,3cca49d19e1c73f8,4.9.117+,Linux,FP-08,FP-08,,buildserver6,2024-08-21 10:48:04.020,"10.0600376,-2.496537",2,0,2024-06-12 15:39:00,597,2024-07-29 17:57:00
54F1B0C8-CB47-4202-A83C-3265DFA0FAE1,PPR1.180610.011,"ZUARUNGU CLUSTER ",c8682785fbecc98a,c8682785fbecc98a,4.9.117+,Linux,FP-08,FP-08,,buildserver7,2025-04-25 16:31:00.700,"10.841518333333333,-0.76129",2,0,2024-11-28 08:09:00,15,2025-04-25 06:34:00
54F2A3C9-4498-44C4-8F3C-D73D26A7A67B,RP1A.200720.011,Nsununu,4e8136e9caa0916e,4e8136e9caa0916e,4.19.127,Linux,M8,M8,,ekemp158,2024-10-04 16:56:16.987,"7.874298333333333,-2.309105",2,0,2024-10-04 07:56:00,379,2024-10-04 15:43:00
54F2A3C9-4498-44C4-8F3C-D73D26A7A67B,RP1A.200720.011,Nsawkaw/Nkonakwaja,4e8136e9caa0916e,4e8136e9caa0916e,4.19.127,Linux,M8,M8,,ekemp158,2024-10-04 16:56:16.987,"7.874298333333333,-2.309105",2,0,2024-10-04 07:56:00,379,2024-10-04 15:43:00
556EA1C5-AABD-4E30-94A5-8DDC6BAEDEEC,RP1A.200720.011,Tarvango,b93261ab55bebf7b,b93261ab55bebf7b,4.19.127,Linux,M8,M8,,ekemp158,2025-03-16 07:48:35.487,,2,0,2025-02-20 14:11:00,15,2025-02-20 14:38:00
55A2B4F3-4F2F-4FF9-A20D-6813C080581E,RP1A.200720.011,"WOVUGUMA CLUSTER ",9762860de3b24b2e,9762860de3b24b2e,4.19.127,Linux,FP08,FP08,,hby,2025-05-01 16:37:38.737,"9.426435,-0.9020116666666667",2,0,2024-09-21 13:40:00,642,2025-04-15 11:45:00
56C1CC27-39C3-40D0-A40B-E2DFCC3D3FA5,EKEMP.M8.2020,SANDEMA-KORI,a9cfa04c9879f4ba,M820202206153,3.18.79,Linux,m8,M8,,android157,2025-05-10 10:01:33.810,"10.7237,-1.28304",2,0,2025-04-15 12:03:00,15,2025-04-15 12:18:00
56C96CBD-CB39-4916-9412-EFFFFEEF093F,O11019,Kongor,3b7e88845868ebf4,7LKFBMLFJBCMUOAY,3.18.79,Linux,m8,M8,,android157,2024-12-04 09:08:10.943,"10.881811666666666,-2.51457",2,0,2022-08-30 13:30:00,11,2022-10-04 16:42:00
56E09A3E-E0A2-4364-9C59-EF478A5511D4,RP1A.200720.011,Dadieso/Nyamebekyere/Kubease/Domeabra/Ahaleso/Atek,87b9ea293f2e3da5,87b9ea293f2e3da5,4.19.127,Linux,FP08,FP08,,hby,2025-06-03 10:34:27.877,"6.113623333333334,-3.0300533333333335",2,0,2024-09-13 09:47:00,379,2024-09-24 11:05:00
57643DF3-DAEC-476D-8A15-D64CF773004A,EKEMP.M8.2020,Wispeogo - Batch 2,5917fe5b525f5967,M820202206315,3.18.79,Linux,m8,M8,,android157,2022-03-06 19:49:18.000,"11.041818333333334,-0.2643933333333333",2,0,2021-06-09 04:35:00,1,2022-03-06 19:54:00
5811B1B3-D22B-4112-8725-4CECD06AA7CB,O11019,KALBOYIRI,1f83577837fa3cee,ZLV85HNZBIUSFMUC,3.18.79,Linux,m8,M8,,android157,2025-05-07 10:31:34.607,,2,0,2024-12-13 15:24:00,15,2024-12-13 15:25:00
58469147-E58B-4C99-8E2F-E53B83A5E643,RP1A.200720.011,Taagbini*,78c396fec454260a,78c396fec454260a,4.19.127,Linux,M8,M8,,ekemp158,2025-05-03 06:48:14.970,,2,0,2024-12-13 15:07:00,15,2024-12-13 15:08:00
58CDE650-3D85-4774-BD49-48D5C4621759,EKEMP.M8.2020,Kusele,b0d886db5b779c3e,M820202206292,3.18.79,Linux,m8,M8,,android157,2023-11-20 14:39:21.457,"10.849365,-2.7555666666666667",2,0,2022-09-03 11:14:00,11,2022-10-05 17:16:00
596456BC-D710-41E3-B268-1B22F75C5FDB,EKEMP.M8.2020,Boli/Dapuaha/Loggopara,7225255e976909e8,M820202206211,3.18.79,Linux,m8,M8,,android157,2022-10-28 10:26:44.000,"10.061401,-2.497517",2,0,2022-08-17 09:04:00,11,2022-10-28 10:32:00
596DDA90-C6DF-42B7-96A9-9503DB42EE8B,EKEMP.M8.2020,Ketuo,2606624830407646,M820202206343,3.18.79,Linux,m8,M8,,android157,2023-11-25 13:36:16.000,"10.849246666666666,-2.7555783333333332",2,0,2022-09-13 15:52:00,11,2023-11-25 14:31:00
59824A79-3E04-4171-8662-108756DE70C4,O11019,MANGOR,6c8b92f4f6ba5854,SKYDKFY5ROFYS4SS,3.18.79,Linux,m8,M8,,android157,2024-11-13 15:14:50.343,"10.453706666666669,0.04282166666666667",2,0,2024-04-20 06:55:00,15,2024-08-30 15:24:00
5A6883AC-B43F-49CB-8E19-290FF0352C13,RP1A.200720.011,Bugubelle,df589d3ef189a882,df589d3ef189a882,4.19.127,Linux,FP08,FP08,,hby,2025-05-13 13:51:03.077,,2,0,2025-01-31 22:26:00,372,2025-02-01 09:26:00
5A6883AC-B43F-49CB-8E19-290FF0352C13,RP1A.200720.011,Taffiasi,df589d3ef189a882,df589d3ef189a882,4.19.127,Linux,FP08,FP08,,hby,2025-05-13 13:51:03.077,,2,0,2025-01-31 22:26:00,372,2025-02-01 09:26:00
5AA0B364-7B6D-4733-B04A-41DA88D22122,EKEMP.M8.2020,Nsojah,e6a4321280868812,M820202206321,3.18.79,Linux,m8,M8,,android157,2025-05-13 10:31:36.653,,2,0,2025-04-24 13:25:00,466,2025-04-24 13:41:00
5AA4073E-89B2-4F3B-A1DB-F6E26CCD71DA,RP1A.200720.011,SAVELUGU C CLUSTER,5a318c838f761d5b,5a318c838f761d5b,4.19.127,Linux,FP08,FP08,,hby,2025-06-27 20:01:09.980,"9.6900424,-0.8343112",2,0,2024-09-12 17:58:00,642,2025-03-25 17:46:00
5AA576EA-A559-4AAC-A921-D6651E9EA11D,RP1A.200720.011,BAWKU WEST DA PWD cluster B,cf126e3d85d837d9,cf126e3d85d837d9,4.19.127,Linux,FP08,FP08,,hby,2025-03-26 07:49:30.187,,2,0,2025-03-25 10:14:00,15,2025-03-25 10:14:00
5AE6F24E-A63D-4814-81D4-B8B8F41D2CF8,RP1A.200720.011,Abroso/Mewerenfiriwuo,1c2c12e6fddf36c7,1c2c12e6fddf36c7,4.19.127,Linux,M8,M8,,ekemp158,2025-05-13 13:00:13.013,"7.279749999999999,-2.71239",2,0,2025-01-24 11:22:00,384,2025-02-03 15:40:00
5BACFCBC-5991-409C-8E3B-A7CE904B0F89,RP1A.200720.011,CHANGLI CLUSTER,f1cb76c535b45d55,f1cb76c535b45d55,4.19.127,Linux,FP08,FP08,,hby,2025-06-12 17:29:25.297,,2,0,2024-11-11 09:27:00,642,2025-01-29 17:56:00
5BF732FB-0361-4DCC-B4CB-35315C8FF751,EKEMP.M8.2020,NKANCHINA NO. 2,2bac1b7ada21da3d,M820202206382,3.18.79,Linux,m8,M8,,android157,2024-10-03 09:46:53.120,"8.475576666666665,-0.0112",2,0,2022-08-08 15:48:00,13,2023-01-21 15:18:00
5BF87F42-A0F7-4CF6-B191-D31ECD4BF56D,EKEMP.M8.2020,MPEASAM,1ecebff75511e84c,M820202206407,3.18.79,Linux,m8,M8,,android157,2022-12-11 16:37:49.000,"9.687456666666666,0.07076333333333333",2,0,2022-09-18 06:43:00,13,2022-12-13 22:17:00
5C5C9427-0CE8-4204-A9C3-8D2391A8F8C2,RP1A.200720.011,DIARE B CLUSTER,97dc5a7c31eaac7c,97dc5a7c31eaac7c,4.19.127,Linux,FP08,FP08,,hby,2025-08-31 21:57:49.260,"9.8527171,-0.868556",2,0,2024-09-12 11:33:00,642,2025-04-16 14:52:00
5CAF5018-3685-4DA2-8F95-C248D0BB7AC4,RP1A.200720.011,Desima,32a03eb7e141aca6,32a03eb7e141aca6,4.19.127,Linux,M8,M8,,ekemp158,2024-08-21 05:16:01.653,,2,0,2024-08-21 05:10:00,11,2024-08-21 05:11:00
5D22130B-5F25-4DDB-B21F-5A47BE35B585,RP1A.200720.011,SAKPARI,b426e096226b519e,b426e096226b519e,4.19.127,Linux,M8,M8,,ekemp158,2025-02-17 13:05:11.000,"10.798803333333334,-0.8650533333333333",2,0,2025-02-11 17:01:00,540,2025-02-17 16:47:00
5D893713-A509-4A6C-8F23-B38482316A6B,EKEMP.M8.2020,Duori,b8f1fe1c96a89838,M820202206378,3.18.79,Linux,m8,M8,,android157,2022-10-04 16:09:08.000,"10.536015,-2.6947883333333333",2,0,2022-09-06 14:43:00,11,2022-10-04 16:16:00
